mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.369019349416097,0.002249445498300844,0.0778055985768636,0.006265407086684651,,sqrt,1,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.037803648362072395,0.26352977042520587,0.20252391190208474,0.167952443563121,0.0953396047916749,320
0.9392585754394531,0.0451741145487963,0.13221081097920737,0.0016793877106939068,,sqrt,1,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.048611566869952494,0.26554626323758623,0.20186446266763503,0.1720074309250579,0.09104485114633448,305
1.4885691006978352,0.06084389678676772,0.19188634554545084,0.008204062978751876,,sqrt,1,2,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.04436804336810096,0.26729808859258974,0.2041289762249351,0.17193170272854194,0.09381524247654467,313
0.3928539752960205,0.08554134651881087,0.06870396931966145,0.008547889334732777,,sqrt,1,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.057833278048204484,0.2656535294374177,0.20935076619279225,0.1776125245594715,0.08776028413943002,285
0.8993426163991293,0.03569313841674707,0.12502535184224448,0.0050550034171145015,,sqrt,1,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.06518133248877322,0.265445096665751,0.20755116906963933,0.17939253274138786,0.08414699602672727,270
1.7265792687733967,0.08238308759215301,0.18649776776631674,0.0031785040292523128,,sqrt,1,5,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",0.06097722526316807,0.2673296220246033,0.20855599652085244,0.17895428126954127,0.08680447020617459,275
0.3143757184346517,0.0047440148891076195,0.0648643970489502,0.002713582694525401,,sqrt,1,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.09551771879966087,0.259157396310402,0.23030747858044132,0.19499419789683473,0.07131973480243378,23
0.9793026447296143,0.003892391726476277,0.12947924931844076,0.0032446370404848293,,sqrt,1,10,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.09851858588940388,0.25871057683924503,0.22983703549040957,0.19568873273968615,0.06971345363550613,14
1.70123291015625,0.051429064001554364,0.20847527186075845,0.012977620715341642,,sqrt,1,10,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.09194013511187138,0.26079086870964396,0.23081773746439538,0.19451624709530357,0.07355719412534005,32
0.36568673451741535,0.020827055999845547,0.06994922955830891,0.003863158169078575,,sqrt,2,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.0705753881710256,0.26675327312561525,0.20572708229252767,0.1810185811963895,0.08197285386487183,250
1.0614511171976726,0.10848301375905393,0.15179800987243652,0.023779981959626873,,sqrt,2,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.07461377024846094,0.26725872411291385,0.2050990817387286,0.18232385870003445,0.08027889988743823,205
1.7215696970621746,0.03271421976970099,0.19472559293111166,0.005961716550079368,,sqrt,2,2,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.06881080069902978,0.2686661471149683,0.20683834697721504,0.18143843159707104,0.08354402691095497,244
0.3968873818715413,0.032426372202704945,0.08405812581380208,0.02368624080077693,,sqrt,2,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.07132191738115401,0.2679762792854137,0.20653165756427705,0.1819432847436149,0.08214489463733698,234
1.008689244588216,0.07963594446454873,0.125732421875,0.0030162226361117334,,sqrt,2,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.07517334547022703,0.2689650100741149,0.20575451621002128,0.18329762391812107,0.0806929832804313,192
1.6448511282602947,0.015716296249460963,0.19580984115600586,0.0035609395138212546,,sqrt,2,5,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",0.069401693823688,0.2701037764494757,0.2071221265901093,0.18220919895442433,0.08380859926092622,221
0.32989271481831867,0.005746677887584613,0.06451678276062012,0.003334501296552675,,sqrt,2,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.08707335754617895,0.26553398980102827,0.2247352806863735,0.19244754267786024,0.07634973405533221,54
1.0771059195200603,0.005697193273353246,0.12241911888122559,0.0033733451940145785,,sqrt,2,10,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",0.08960108319618776,0.2653232498543482,0.22408201581151976,0.1930021162873519,0.07502906138994345,49
